session_id,date,team_category,md_day,exercise_id,exercise_name,exercise_type,objective_primary,weather,temp_c,team_fatigue_score,readiness_score,avg_total_distance_m,avg_distance_per_min,avg_hsr_m,avg_sprint_distance_m,avg_percent_max_speed,avg_accelerations,avg_decelerations,avg_player_load,avg_metabolic_power,avg_hr_mean,avg_hr_max,rpe_mean
SES0081,2024-12-08,Academy_U18,MD1,EX031,Shadow_Play_11v0_Shape,activation_drill,activation,Cloudy,15.5,3.2,8.5,371.59,35.06,5.97,0.0,15.0,4,4,19.78,3.6,50,55,1.6
SES0082,2024-12-10,Academy_U18,MD4,EX004,SSG_5v5_30x25_Transition,small_sided_game,mixed_conditioning,Light_Rain,16.2,4.0,4.6,790.29,120.55,75.54,31.75,78.23,32,22,106.79,13.9,97,100,8.8
SES0082,2024-12-10,Academy_U18,MD4,EX022,PressingGame_6v6_35x30_Mid,pressing_drill,high_intensity_conditioning,Light_Rain,16.2,4.0,4.6,635.71,107.21,69.9,22.51,68.84,42,29,121.6,15.19,96,100,8.5
SES0082,2024-12-10,Academy_U18,MD4,EX003,SSG_5v5_30x25_Possession,small_sided_game,aerobic_conditioning,Light_Rain,16.2,4.0,4.6,868.24,107.7,82.34,33.98,78.94,26,22,110.16,15.23,98,100,9.6
SES0082,2024-12-10,Academy_U18,MD4,EX021,PressingGame_5v5_30x25_High,pressing_drill,high_intensity_conditioning,Light_Rain,16.2,4.0,4.6,621.81,103.49,50.68,21.31,71.24,36,36,126.37,14.21,100,100,10.0
SES0082,2024-12-10,Academy_U18,MD4,EX002,SSG_4v4_25x20_Transition,small_sided_game,mixed_conditioning,Light_Rain,16.2,4.0,4.6,817.57,111.69,64.63,22.19,78.06,27,25,114.29,15.16,99,100,9.0
SES0083,2024-12-12,Academy_U18,MD4,EX005,SSG_6v6_35x30_Pressing,small_sided_game,high_intensity_conditioning,Overcast,13.5,3.4,7.2,864.76,120.37,77.39,41.36,83.33,29,24,129.34,14.71,100,100,9.3
SES0083,2024-12-12,Academy_U18,MD4,EX002,SSG_4v4_25x20_Transition,small_sided_game,mixed_conditioning,Overcast,13.5,3.4,7.2,598.78,121.46,72.48,37.55,77.89,23,24,109.68,14.66,100,100,8.6
SES0083,2024-12-12,Academy_U18,MD4,EX034,Hybrid_8v8_55x40_Pressing,large_sided_game,high_intensity_conditioning,Overcast,13.5,3.4,7.2,888.43,99.59,111.73,58.33,83.81,29,28,151.26,14.04,100,100,8.7
SES0083,2024-12-12,Academy_U18,MD4,EX022,PressingGame_6v6_35x30_Mid,pressing_drill,high_intensity_conditioning,Overcast,13.5,3.4,7.2,700.32,123.78,63.47,23.03,72.4,34,35,110.62,16.49,100,100,8.6
SES0083,2024-12-12,Academy_U18,MD4,EX004,SSG_5v5_30x25_Transition,small_sided_game,mixed_conditioning,Overcast,13.5,3.4,7.2,888.28,125.32,81.98,25.16,78.96,23,23,129.55,15.02,100,100,9.9
SES0083,2024-12-12,Academy_U18,MD4,EX038,PressingTrap_6v4_35x25,pressing_drill,high_intensity_conditioning,Overcast,13.5,3.4,7.2,695.42,96.24,73.04,23.85,79.56,31,21,128.48,15.31,99,100,10.0
SES0083,2024-12-12,Academy_U18,MD4,EX001,SSG_3v3_20x15_Pressing,small_sided_game,high_intensity_conditioning,Overcast,13.5,3.4,7.2,721.68,125.82,43.52,7.97,68.71,32,30,112.66,14.06,100,100,10.0
SES0084,2024-12-14,Academy_U18,MD2,EX019,Finishing_4v3_25x20,finishing_drill,mixed_conditioning,Overcast,12.6,2.6,3.5,418.71,66.47,26.85,15.22,60.06,12,13,65.21,10.62,75,90,5.0
SES0084,2024-12-14,Academy_U18,MD2,EX028,Possession_8v8_50x35_Neutral,possession_game,aerobic_conditioning,Overcast,12.6,2.6,3.5,727.2,64.78,64.64,27.47,63.8,12,13,76.43,8.94,76,85,6.5
SES0084,2024-12-14,Academy_U18,MD2,EX012,LargeGame_10v10_70x50_Open,large_sided_game,aerobic_conditioning,Overcast,12.6,2.6,3.5,853.24,87.26,106.12,64.51,72.45,13,16,94.92,10.48,81,84,7.2
SES0084,2024-12-14,Academy_U18,MD2,EX035,Speed_Endurance_60m_x4,sprint_drill,speed_endurance,Overcast,12.6,2.6,3.5,456.61,144.44,204.07,187.81,77.12,6,6,84.84,13.03,85,86,7.7
SES0084,2024-12-14,Academy_U18,MD2,EX014,Flying_Sprint_30m,sprint_drill,speed_development,Overcast,12.6,2.6,3.5,253.46,137.96,48.25,114.09,90.51,4,5,73.59,14.28,81,90,6.6
SES0085,2024-12-16,U23,MD1,EX032,Setpiece_Attack_Corners,finishing_drill,technical,Overcast,9.2,3.0,6.0,184.58,20.9,2.68,1.44,20.97,4,3,21.82,3.88,50,55,1.8
SES0085,2024-12-16,U23,MD1,EX006,Rondo_4v2_10x10,rondo,technical_conditioning,Overcast,9.2,3.0,6.0,178.21,29.83,2.97,0.0,20.75,6,6,19.58,3.64,50,55,2.3
SES0085,2024-12-16,U23,MD1,EX019,Finishing_4v3_25x20,finishing_drill,mixed_conditioning,Overcast,9.2,3.0,6.0,336.78,49.81,26.7,10.95,41.55,10,10,41.65,7.0,52,62,4.9
SES0086,2024-12-18,U23,MD3,EX030,Transition_6v6_40x35_Wide,transition_game,mixed_conditioning,Light_Rain,11.4,5.6,5.0,718.13,95.83,110.6,75.74,72.84,16,18,102.35,10.89,91,99,8.1
SES0086,2024-12-18,U23,MD3,EX017,Accel_Sprint_15m_x6,sprint_drill,acceleration_development,Light_Rain,11.4,5.6,5.0,107.8,102.95,13.99,7.63,74.58,14,12,60.28,16.99,85,94,6.8
SES0087,2024-12-20,Academy_U18,MD1,EX006,Rondo_4v2_10x10,rondo,technical_conditioning,Overcast,18.5,3.1,7.3,196.35,35.95,1.97,0.0,21.23,5,5,21.32,3.9,50,55,2.6
SES0087,2024-12-20,Academy_U18,MD1,EX024,Activation_Positional_10v0,activation_drill,activation,Overcast,18.5,3.1,7.3,488.07,33.58,6.38,0.0,18.87,3,3,19.28,3.31,50,55,1.9
SES0087,2024-12-20,Academy_U18,MD1,EX032,Setpiece_Attack_Corners,finishing_drill,technical,Overcast,18.5,3.1,7.3,231.72,21.8,2.86,1.38,22.67,4,4,17.31,3.26,50,55,1.9
SES0088,2024-12-22,First_Team,MD2,EX028,Possession_8v8_50x35_Neutral,possession_game,aerobic_conditioning,Overcast,19.7,4.3,4.9,669.27,75.74,75.35,28.27,55.62,10,10,69.69,10.07,77,88,5.0
SES0088,2024-12-22,First_Team,MD2,EX020,Finishing_5v4_30x25,finishing_drill,mixed_conditioning,Overcast,19.7,4.3,4.9,357.8,70.99,34.76,16.78,63.18,18,14,62.41,9.7,84,82,6.6
SES0088,2024-12-22,First_Team,MD2,EX014,Flying_Sprint_30m,sprint_drill,speed_development,Overcast,19.7,4.3,4.9,264.59,138.98,69.36,80.53,91.6,5,5,57.85,12.91,77,85,6.5
SES0088,2024-12-22,First_Team,MD2,EX015,Flying_Sprint_20m,sprint_drill,speed_development,Overcast,19.7,4.3,4.9,203.56,117.41,65.7,66.91,85.8,4,5,50.54,14.33,76,88,5.9
SES0089,2024-12-24,B_Team,MD4,EX021,PressingGame_5v5_30x25_High,pressing_drill,high_intensity_conditioning,Cloudy,12.9,1.9,9.0,743.34,118.3,61.05,24.01,69.35,47,30,119.19,14.92,100,100,8.9
SES0089,2024-12-24,B_Team,MD4,EX034,Hybrid_8v8_55x40_Pressing,large_sided_game,high_intensity_conditioning,Cloudy,12.9,1.9,9.0,1018.95,119.65,113.1,62.05,96.22,37,25,156.58,15.3,100,100,9.7
SES0089,2024-12-24,B_Team,MD4,EX002,SSG_4v4_25x20_Transition,small_sided_game,mixed_conditioning,Cloudy,12.9,1.9,9.0,802.74,130.9,92.48,20.67,80.32,31,24,130.94,15.01,100,100,8.5
SES0089,2024-12-24,B_Team,MD4,EX005,SSG_6v6_35x30_Pressing,small_sided_game,high_intensity_conditioning,Cloudy,12.9,1.9,9.0,778.68,129.87,80.64,30.25,78.38,26,28,120.41,13.03,100,100,9.7
SES0090,2024-12-26,First_Team,MD3,EX029,Transition_5v5_35x30_Counter,transition_game,mixed_conditioning,Cloudy,12.8,6.6,5.5,587.68,91.62,76.84,30.39,71.65,23,20,109.54,11.42,91,92,8.0
SES0090,2024-12-26,First_Team,MD3,EX027,Possession_6v6_40x30_Neutral,possession_game,aerobic_conditioning,Cloudy,12.8,6.6,5.5,560.52,63.63,34.41,11.1,52.54,19,16,66.76,7.78,78,87,7.7
SES0090,2024-12-26,First_Team,MD3,EX030,Transition_6v6_40x35_Wide,transition_game,mixed_conditioning,Cloudy,12.8,6.6,5.5,780.74,95.73,113.73,53.94,71.4,18,19,113.62,11.55,86,97,8.2
SES0090,2024-12-26,First_Team,MD3,EX036,Accel_Change_Direction_15m,sprint_drill,acceleration_development,Cloudy,12.8,6.6,5.5,119.3,111.62,8.59,4.1,60.9,20,16,62.85,17.01,83,98,6.8
SES0090,2024-12-26,First_Team,MD3,EX010,LargeGame_8v8_60x40_Possession,large_sided_game,aerobic_conditioning,Cloudy,12.8,6.6,5.5,780.65,96.23,89.75,56.45,71.7,16,16,105.17,10.39,84,94,7.7
SES0091,2024-12-28,First_Team,MD_plus1,EX026,Recovery_Walk_Jog_Circuit,recovery_drill,recovery,Light_Rain,17.9,7.9,4.0,360.42,20.53,2.91,0.0,15.0,2,2,13.77,2.53,50,55,1.6
SES0091,2024-12-28,First_Team,MD_plus1,EX024,Activation_Positional_10v0,activation_drill,activation,Light_Rain,17.9,7.9,4.0,408.49,26.89,5.6,0.0,15.0,4,3,16.83,2.49,50,55,1.5
SES0091,2024-12-28,First_Team,MD_plus1,EX033,SSG_4v4_20x15_Regen,small_sided_game,recovery,Light_Rain,17.9,7.9,4.0,582.97,30.19,7.29,0.0,15.16,3,3,21.48,3.42,50,55,1.6
SES0091,2024-12-28,First_Team,MD_plus1,EX023,Activation_Passing_8v0,activation_drill,activation,Light_Rain,17.9,7.9,4.0,197.05,22.41,0.95,0.0,15.0,2,3,10.34,1.97,50,55,1.2
SES0092,2024-12-30,U23,MD4,EX003,SSG_5v5_30x25_Possession,small_sided_game,aerobic_conditioning,Light_Rain,13.7,3.6,6.3,905.21,102.06,72.89,30.57,72.62,31,22,117.85,14.57,100,100,8.8
SES0092,2024-12-30,U23,MD4,EX004,SSG_5v5_30x25_Transition,small_sided_game,mixed_conditioning,Light_Rain,13.7,3.6,6.3,904.39,115.45,67.75,33.94,75.33,24,24,125.53,16.61,100,100,8.8
SES0092,2024-12-30,U23,MD4,EX034,Hybrid_8v8_55x40_Pressing,large_sided_game,high_intensity_conditioning,Light_Rain,13.7,3.6,6.3,794.21,109.26,102.01,44.03,79.56,30,27,137.77,14.52,100,100,8.3
SES0092,2024-12-30,U23,MD4,EX022,PressingGame_6v6_35x30_Mid,pressing_drill,high_intensity_conditioning,Light_Rain,13.7,3.6,6.3,795.97,113.62,62.99,20.13,86.22,31,31,128.29,15.49,100,100,10.0
SES0093,2025-01-01,U23,MD1,EX032,Setpiece_Attack_Corners,finishing_drill,technical,Overcast,18.0,2.4,6.7,252.57,19.21,4.15,1.46,22.36,4,3,18.81,3.73,50,55,1.9
SES0093,2025-01-01,U23,MD1,EX031,Shadow_Play_11v0_Shape,activation_drill,activation,Overcast,18.0,2.4,6.7,427.15,35.27,7.52,0.0,17.17,3,3,18.57,2.9,50,55,1.5
SES0093,2025-01-01,U23,MD1,EX007,Rondo_6v2_15x15,rondo,technical_conditioning,Overcast,18.0,2.4,6.7,234.92,36.28,2.53,0.0,20.37,6,4,23.15,3.39,50,57,2.8
SES0094,2025-01-03,B_Team,MD2,EX017,Accel_Sprint_15m_x6,sprint_drill,acceleration_development,Cloudy,17.5,7.1,4.6,107.19,97.83,8.84,5.92,60.13,11,9,56.63,16.06,75,88,6.8
SES0094,2025-01-03,B_Team,MD2,EX019,Finishing_4v3_25x20,finishing_drill,mixed_conditioning,Cloudy,17.5,7.1,4.6,346.88,71.12,29.71,19.13,64.96,16,11,55.86,10.26,74,86,6.5
SES0094,2025-01-03,B_Team,MD2,EX015,Flying_Sprint_20m,sprint_drill,speed_development,Cloudy,17.5,7.1,4.6,197.12,127.65,54.02,57.27,91.67,4,4,50.39,13.77,72,83,5.4
SES0094,2025-01-03,B_Team,MD2,EX018,Transition_Sprint_40m,sprint_drill,speed_development,Cloudy,17.5,7.1,4.6,316.66,176.33,82.29,105.1,78.4,6,5,65.6,12.33,79,89,6.1
SES0094,2025-01-03,B_Team,MD2,EX035,Speed_Endurance_60m_x4,sprint_drill,speed_endurance,Cloudy,17.5,7.1,4.6,508.99,150.58,171.58,203.75,76.39,6,6,71.81,11.09,80,91,8.8
SES0094,2025-01-03,B_Team,MD2,EX020,Finishing_5v4_30x25,finishing_drill,mixed_conditioning,Cloudy,17.5,7.1,4.6,362.49,62.66,30.13,14.55,58.12,16,12,62.35,8.01,73,84,7.0
SES0094,2025-01-03,B_Team,MD2,EX014,Flying_Sprint_30m,sprint_drill,speed_development,Cloudy,17.5,7.1,4.6,253.27,109.84,53.43,79.27,88.47,4,5,65.89,12.42,79,83,5.9
SES0095,2025-01-05,B_Team,MD4,EX002,SSG_4v4_25x20_Transition,small_sided_game,mixed_conditioning,Overcast,10.1,2.2,6.2,845.47,120.07,67.62,28.98,70.73,31,23,114.88,15.9,99,100,8.3
SES0095,2025-01-05,B_Team,MD4,EX022,PressingGame_6v6_35x30_Mid,pressing_drill,high_intensity_conditioning,Overcast,10.1,2.2,6.2,689.18,118.24,72.56,33.75,64.12,38,31,119.64,14.2,100,100,10.0
SES0095,2025-01-05,B_Team,MD4,EX003,SSG_5v5_30x25_Possession,small_sided_game,aerobic_conditioning,Overcast,10.1,2.2,6.2,838.63,130.86,61.25,23.52,67.56,24,24,120.54,14.28,98,100,9.6
SES0095,2025-01-05,B_Team,MD4,EX013,LargeGame_8v8_60x40_Pressing,large_sided_game,high_intensity_conditioning,Overcast,10.1,2.2,6.2,943.07,95.42,106.05,43.58,79.36,31,27,124.78,14.35,99,100,9.4
SES0095,2025-01-05,B_Team,MD4,EX038,PressingTrap_6v4_35x25,pressing_drill,high_intensity_conditioning,Overcast,10.1,2.2,6.2,763.22,110.54,60.93,20.99,78.02,33,36,121.69,12.58,100,100,9.8
SES0096,2025-01-07,B_Team,MD1,EX007,Rondo_6v2_15x15,rondo,technical_conditioning,Overcast,19.6,2.3,8.1,198.88,35.48,3.28,0.0,19.28,5,5,20.59,3.64,50,57,2.4
SES0096,2025-01-07,B_Team,MD1,EX032,Setpiece_Attack_Corners,finishing_drill,technical,Overcast,19.6,2.3,8.1,215.43,23.45,3.78,1.43,20.87,4,3,17.26,3.83,50,55,2.4
SES0096,2025-01-07,B_Team,MD1,EX031,Shadow_Play_11v0_Shape,activation_drill,activation,Overcast,19.6,2.3,8.1,519.82,30.58,6.77,0.0,19.89,3,4,22.47,3.08,50,55,1.8
SES0096,2025-01-07,B_Team,MD1,EX023,Activation_Passing_8v0,activation_drill,activation,Overcast,19.6,2.3,8.1,273.39,28.7,1.66,0.0,15.0,3,3,14.72,2.81,50,55,1.5
SES0096,2025-01-07,B_Team,MD1,EX006,Rondo_4v2_10x10,rondo,technical_conditioning,Overcast,19.6,2.3,8.1,195.32,32.74,2.82,0.0,19.99,6,5,23.56,4.17,50,56,2.5
SES0097,2025-01-09,First_Team,MD1,EX031,Shadow_Play_11v0_Shape,activation_drill,activation,Overcast,19.6,1.1,7.9,528.91,32.49,6.88,0.0,19.3,3,5,21.07,2.94,50,55,1.4
SES0097,2025-01-09,First_Team,MD1,EX008,Rondo_6v3_20x15,rondo,aerobic_conditioning,Overcast,19.6,1.1,7.9,291.29,38.17,6.25,0.0,21.35,7,7,25.32,3.19,50,58,2.8
SES0097,2025-01-09,First_Team,MD1,EX006,Rondo_4v2_10x10,rondo,technical_conditioning,Overcast,19.6,1.1,7.9,217.07,35.72,3.02,0.0,18.51,6,5,19.66,3.2,50,56,2.7
SES0097,2025-01-09,First_Team,MD1,EX023,Activation_Passing_8v0,activation_drill,activation,Overcast,19.6,1.1,7.9,261.17,25.99,1.33,0.0,15.0,3,3,16.05,2.74,50,55,1.4
SES0098,2025-01-11,B_Team,MD3,EX010,LargeGame_8v8_60x40_Possession,large_sided_game,aerobic_conditioning,Light_Rain,9.1,7.5,4.2,789.98,94.78,134.28,75.06,76.3,15,14,94.08,12.05,83,90,8.4
SES0098,2025-01-11,B_Team,MD3,EX003,SSG_5v5_30x25_Possession,small_sided_game,aerobic_conditioning,Light_Rain,9.1,7.5,4.2,630.58,101.54,62.62,27.2,63.93,18,20,107.01,11.62,89,91,7.7
SES0098,2025-01-11,B_Team,MD3,EX036,Accel_Change_Direction_15m,sprint_drill,acceleration_development,Light_Rain,9.1,7.5,4.2,121.13,114.28,9.92,4.39,65.2,16,16,63.59,16.78,77,90,6.8
SES0098,2025-01-11,B_Team,MD3,EX029,Transition_5v5_35x30_Counter,transition_game,mixed_conditioning,Light_Rain,9.1,7.5,4.2,585.12,78.38,62.64,40.71,63.52,22,24,106.81,12.29,85,96,7.1
SES0099,2025-01-13,First_Team,MD2,EX015,Flying_Sprint_20m,sprint_drill,speed_development,Overcast,18.9,3.9,2.7,212.51,121.1,54.0,53.34,89.73,4,3,48.19,13.69,75,87,6.0
SES0099,2025-01-13,First_Team,MD2,EX018,Transition_Sprint_40m,sprint_drill,speed_development,Overcast,18.9,3.9,2.7,323.57,160.86,106.0,109.53,83.21,6,6,72.02,12.64,80,93,7.7
SES0099,2025-01-13,First_Team,MD2,EX014,Flying_Sprint_30m,sprint_drill,speed_development,Overcast,18.9,3.9,2.7,263.48,125.97,47.97,77.18,84.17,4,5,59.1,11.2,74,89,7.6
SES0099,2025-01-13,First_Team,MD2,EX012,LargeGame_10v10_70x50_Open,large_sided_game,aerobic_conditioning,Overcast,18.9,3.9,2.7,832.49,85.91,116.34,48.73,68.67,14,15,103.89,10.03,75,89,8.5
SES0099,2025-01-13,First_Team,MD2,EX035,Speed_Endurance_60m_x4,sprint_drill,speed_endurance,Overcast,18.9,3.9,2.7,424.27,145.76,173.42,231.13,76.66,4,7,89.1,10.04,79,95,9.1
SES0099,2025-01-13,First_Team,MD2,EX017,Accel_Sprint_15m_x6,sprint_drill,acceleration_development,Overcast,18.9,3.9,2.7,121.44,92.17,11.33,7.31,67.75,10,8,58.5,14.88,78,83,6.5
SES0100,2025-01-15,First_Team,MD4,EX038,PressingTrap_6v4_35x25,pressing_drill,high_intensity_conditioning,Light_Rain,14.7,3.1,6.5,660.11,102.79,71.83,26.54,66.14,41,43,125.45,14.12,100,100,9.8
SES0100,2025-01-15,First_Team,MD4,EX003,SSG_5v5_30x25_Possession,small_sided_game,aerobic_conditioning,Light_Rain,14.7,3.1,6.5,846.73,130.25,81.27,27.38,72.96,25,21,119.49,13.41,97,100,8.8
SES0100,2025-01-15,First_Team,MD4,EX021,PressingGame_5v5_30x25_High,pressing_drill,high_intensity_conditioning,Light_Rain,14.7,3.1,6.5,611.61,112.93,66.1,17.15,75.27,31,40,130.23,14.4,100,100,10.0
SES0101,2025-01-17,First_Team,MD1,EX024,Activation_Positional_10v0,activation_drill,activation,Clear,31.3,3.5,6.7,446.77,30.96,4.78,0.0,17.18,3,4,19.03,2.79,50,55,1.8
SES0101,2025-01-17,First_Team,MD1,EX032,Setpiece_Attack_Corners,finishing_drill,technical,Clear,31.3,3.5,6.7,194.72,20.89,3.25,1.47,17.93,4,4,15.84,3.21,50,55,1.5
SES0101,2025-01-17,First_Team,MD1,EX007,Rondo_6v2_15x15,rondo,technical_conditioning,Clear,31.3,3.5,6.7,185.06,32.02,2.68,0.0,18.95,6,5,19.32,3.3,50,55,2.2
SES0101,2025-01-17,First_Team,MD1,EX023,Activation_Passing_8v0,activation_drill,activation,Clear,31.3,3.5,6.7,258.76,26.25,1.16,0.0,15.0,2,3,13.08,2.74,50,55,1.3
SES0102,2025-01-19,First_Team,MD1,EX008,Rondo_6v3_20x15,rondo,aerobic_conditioning,Clear,33.7,2.3,8.7,239.87,32.34,6.03,0.0,21.63,8,6,27.61,3.54,50,56,2.6
SES0102,2025-01-19,First_Team,MD1,EX032,Setpiece_Attack_Corners,finishing_drill,technical,Clear,33.7,2.3,8.7,221.09,20.81,3.59,1.03,23.3,4,4,16.27,3.57,50,55,1.9
SES0102,2025-01-19,First_Team,MD1,EX024,Activation_Positional_10v0,activation_drill,activation,Clear,33.7,2.3,8.7,489.64,34.39,5.77,0.0,17.92,4,3,20.46,3.11,50,55,1.8
SES0102,2025-01-19,First_Team,MD1,EX006,Rondo_4v2_10x10,rondo,technical_conditioning,Clear,33.7,2.3,8.7,166.76,27.04,2.91,0.0,19.2,6,7,20.5,3.63,50,55,2.4
SES0103,2025-01-21,B_Team,MD_plus2,EX008,Rondo_6v3_20x15,rondo,aerobic_conditioning,Clear,33.2,6.1,6.2,246.0,29.12,5.27,0.0,21.91,8,7,26.85,3.56,50,57,2.4
SES0103,2025-01-21,B_Team,MD_plus2,EX025,Recovery_Game_5v5_40x35,recovery_drill,recovery,Clear,33.2,6.1,6.2,564.25,33.58,10.03,0.0,21.16,4,4,23.14,3.31,50,55,2.1
SES0103,2025-01-21,B_Team,MD_plus2,EX026,Recovery_Walk_Jog_Circuit,recovery_drill,recovery,Clear,33.2,6.1,6.2,467.66,27.31,3.41,0.0,16.03,2,2,14.71,3.25,50,55,1.8
SES0103,2025-01-21,B_Team,MD_plus2,EX028,Possession_8v8_50x35_Neutral,possession_game,aerobic_conditioning,Clear,33.2,6.1,6.2,446.07,44.76,31.71,23.23,41.64,13,8,52.74,6.3,56,62,5.0
SES0103,2025-01-21,B_Team,MD_plus2,EX023,Activation_Passing_8v0,activation_drill,activation,Clear,33.2,6.1,6.2,240.6,23.83,1.04,0.0,15.0,3,3,15.27,3.05,50,55,1.3
SES0103,2025-01-21,B_Team,MD_plus2,EX033,SSG_4v4_20x15_Regen,small_sided_game,recovery,Clear,33.2,6.1,6.2,525.46,35.11,9.4,0.0,20.35,4,4,25.0,3.54,50,55,1.8
SES0104,2025-01-23,First_Team,MD_plus1,EX023,Activation_Passing_8v0,activation_drill,activation,Cloudy,17.0,7.9,2.0,167.58,23.47,1.23,0.0,15.0,3,2,10.5,1.84,50,55,1.2
SES0104,2025-01-23,First_Team,MD_plus1,EX025,Recovery_Game_5v5_40x35,recovery_drill,recovery,Cloudy,17.0,7.9,2.0,393.51,26.65,8.97,0.0,15.29,4,3,21.42,3.08,50,55,1.9
SES0104,2025-01-23,First_Team,MD_plus1,EX033,SSG_4v4_20x15_Regen,small_sided_game,recovery,Cloudy,17.0,7.9,2.0,413.98,29.02,8.23,0.0,18.58,3,3,19.56,3.41,50,55,1.5
SES0105,2025-01-25,First_Team,MD1,EX006,Rondo_4v2_10x10,rondo,technical_conditioning,Light_Rain,16.0,4.3,4.8,172.24,34.9,2.79,0.0,19.21,4,4,21.58,3.46,50,55,2.2
SES0105,2025-01-25,First_Team,MD1,EX032,Setpiece_Attack_Corners,finishing_drill,technical,Light_Rain,16.0,4.3,4.8,190.12,20.63,2.31,1.73,21.02,5,3,18.77,4.02,50,55,1.9
SES0105,2025-01-25,First_Team,MD1,EX008,Rondo_6v3_20x15,rondo,aerobic_conditioning,Light_Rain,16.0,4.3,4.8,205.72,35.31,6.1,0.0,23.37,5,5,26.22,3.76,50,56,2.7
SES0105,2025-01-25,First_Team,MD1,EX031,Shadow_Play_11v0_Shape,activation_drill,activation,Light_Rain,16.0,4.3,4.8,514.76,31.81,7.4,0.0,19.17,3,4,19.17,2.73,50,55,1.8
SES0105,2025-01-25,First_Team,MD1,EX024,Activation_Positional_10v0,activation_drill,activation,Light_Rain,16.0,4.3,4.8,530.49,32.84,6.26,0.0,17.07,4,3,19.8,2.91,50,55,1.8
SES0106,2025-01-27,B_Team,MD_plus1,EX033,SSG_4v4_20x15_Regen,small_sided_game,recovery,Overcast,14.3,8.0,1.8,529.01,30.54,10.28,0.0,16.02,3,3,19.01,3.22,50,55,1.8
SES0106,2025-01-27,B_Team,MD_plus1,EX026,Recovery_Walk_Jog_Circuit,recovery_drill,recovery,Overcast,14.3,8.0,1.8,362.6,22.7,3.26,0.0,15.0,1,1,13.31,2.18,50,55,1.5
SES0106,2025-01-27,B_Team,MD_plus1,EX025,Recovery_Game_5v5_40x35,recovery_drill,recovery,Overcast,14.3,8.0,1.8,435.64,26.42,9.75,0.0,16.76,4,3,21.34,3.2,50,55,1.7
SES0106,2025-01-27,B_Team,MD_plus1,EX024,Activation_Positional_10v0,activation_drill,activation,Overcast,14.3,8.0,1.8,387.33,28.13,5.8,0.0,16.12,3,3,15.85,2.74,50,55,1.3
SES0107,2025-01-29,B_Team,MD3,EX027,Possession_6v6_40x30_Neutral,possession_game,aerobic_conditioning,Clear,19.0,3.4,5.0,523.46,63.33,31.34,9.42,48.33,20,18,77.96,10.22,89,92,6.8
SES0107,2025-01-29,B_Team,MD3,EX012,LargeGame_10v10_70x50_Open,large_sided_game,aerobic_conditioning,Clear,19.0,3.4,5.0,896.32,93.13,138.24,48.72,70.65,19,17,110.51,11.61,87,100,7.8
SES0107,2025-01-29,B_Team,MD3,EX030,Transition_6v6_40x35_Wide,transition_game,mixed_conditioning,Clear,19.0,3.4,5.0,881.55,118.93,112.13,67.79,79.89,18,23,113.36,11.34,85,100,8.9
SES0107,2025-01-29,B_Team,MD3,EX036,Accel_Change_Direction_15m,sprint_drill,acceleration_development,Clear,19.0,3.4,5.0,128.49,118.41,8.16,4.26,65.89,19,15,65.02,16.33,78,99,8.6
SES0107,2025-01-29,B_Team,MD3,EX003,SSG_5v5_30x25_Possession,small_sided_game,aerobic_conditioning,Clear,19.0,3.4,5.0,745.16,112.31,68.52,25.47,65.91,22,17,105.66,12.17,93,99,7.9
SES0108,2025-01-31,First_Team,MD_plus1,EX033,SSG_4v4_20x15_Regen,small_sided_game,recovery,Light_Rain,14.2,6.6,3.1,414.59,30.8,8.95,0.0,16.72,4,2,20.78,2.95,50,55,1.6
SES0108,2025-01-31,First_Team,MD_plus1,EX026,Recovery_Walk_Jog_Circuit,recovery_drill,recovery,Light_Rain,14.2,6.6,3.1,363.27,21.93,3.31,0.0,15.0,2,2,13.25,2.59,50,55,1.4
SES0109,2025-02-02,U23,MD1,EX032,Setpiece_Attack_Corners,finishing_drill,technical,Cloudy,15.2,3.4,7.2,216.34,23.51,3.15,1.68,23.14,4,3,18.12,3.38,50,55,1.8
SES0109,2025-02-02,U23,MD1,EX008,Rondo_6v3_20x15,rondo,aerobic_conditioning,Cloudy,15.2,3.4,7.2,222.14,38.09,5.21,0.0,23.95,7,6,26.86,4.11,50,56,2.7
SES0109,2025-02-02,U23,MD1,EX031,Shadow_Play_11v0_Shape,activation_drill,activation,Cloudy,15.2,3.4,7.2,478.84,29.82,7.33,0.0,16.76,3,3,20.97,3.3,50,55,1.8
SES0110,2025-02-04,B_Team,MD3,EX004,SSG_5v5_30x25_Transition,small_sided_game,mixed_conditioning,Light_Rain,11.7,3.4,5.7,648.04,93.13,82.81,23.53,72.43,23,20,107.98,11.44,91,98,7.1
SES0110,2025-02-04,B_Team,MD3,EX036,Accel_Change_Direction_15m,sprint_drill,acceleration_development,Light_Rain,11.7,3.4,5.7,139.74,112.64,10.2,3.37,70.86,17,19,71.24,15.28,90,96,7.0
SES0110,2025-02-04,B_Team,MD3,EX003,SSG_5v5_30x25_Possession,small_sided_game,aerobic_conditioning,Light_Rain,11.7,3.4,5.7,757.67,112.85,67.59,31.42,72.22,20,19,112.32,9.64,90,95,7.8
